file,attribute_label,single_instruction,single_answer,multi_instruction,multi_answer
1012_DFA_FEA_XX.wav,fear,你能從這段音訊中辨識說話者的情緒嗎？(a) 害怕 (b) 悲傷 (c) 厭惡 (d) 快樂,(a) 害怕,根據音訊中辨識出的情緒，下列哪一種面部表情最有可能符合說話者的情緒狀態？(a) 下巴縮回，嘴角一邊抽動，像是無法忍受的樣子。(b) 眼睛皺起，張嘴大笑 (c) 雙眼睜大、眉毛上揚、嘴唇微微張開。(d) 沉重嘆氣，皺眉且身體癱軟,(c) 雙眼睜大、眉毛上揚、嘴唇微微張開。
1076_IWL_FEA_XX.wav,fear,你能從這個片段中辨認出說話者的情緒嗎？ (a) 害怕 (b) 難過 (c) 快樂 (d) 厭惡,(a) 害怕,感受到相同情緒的人最有可能會說哪一句話？ (a) 這東西看起來真的很噁心又髒，我受不了了！ (b) 這個情況真的越來越讓我火大了！ (c) 我真的很害怕接下來會發生什麼事。 (d) 這是我最棒的一天，我覺得自己超級幸福！,(c) 我真的很害怕接下來會發生什麼事。
1030_ITH_FEA_XX.wav,fear,從現有的音頻錄音中，你能分析並辨識說話者所表達的情緒嗎？（a）厭惡 （b）悲傷 （c）害怕 （d）憤怒,（c）害怕,哪一種面部表情最符合錄音中的情緒？（a）面部肌肉放鬆並帶有愉快的微笑 （b）頭部微微往後並帶有驚恐的目光，彷彿在尋找逃脫的路徑。 （c）眉頭緊皺，嘴巴微張，彷彿即將大聲喊叫。 （d）鼻子皺起，上唇抬高,（b）頭部微微往後並帶有驚恐的目光，彷彿在尋找逃脫的路徑。
1006_IEO_FEA_HI.wav,fear,你能從這段音訊中辨認出說話者的情緒嗎？(a) 害怕 (b) 噁心 (c) 生氣 (d) 悲傷,(a) 害怕,下列哪一句話最能反映出音訊中所辨認的相同情緒？(a) 別再找藉口了，這完全是你的錯！(b) 太髒了！請盡快打掃乾淨。(c) 我快不能呼吸了，我現在真的很害怕。(d) 我現在感到非常感激和充滿喜悅。,(c) 我快不能呼吸了，我現在真的很害怕。
1088_ITH_FEA_XX.wav,fear,根據提供的音訊片段，你能判斷錄音中說話者所表達的情緒狀態嗎？(a) 噁心 (b) 難過 (c) 快樂 (d) 恐懼,(d) 恐懼,下列哪一句最貼切地反映出和說話者感受相同情緒的人可能會怎麼表達自己？(a) 我覺得好空虛，彷彿什麼都不重要了。 (b) 他們怎麼可以這樣不公平地對待我！(c) 我甚至看到這個就感到不舒服。 (d) 這太可怕了，我一直無法停止去想它。,(d) 這太可怕了，我一直無法停止去想它。
1078_TSI_FEA_XX.wav,fear,在錄音中，說話者的感受是什麼？(a) 難過 (b) 快樂 (c) 厭惡 (d) 恐懼,(d) 恐懼,考慮這段話中傳達的情緒，下列哪一種情境最符合說話者的情緒狀態？(a) 在機場道別。 (b) 聽到令人震驚且冒犯的言論。 (c) 贏得期待已久的獎項或獎品。 (d) 在街上面對一隻兇猛的狗。,(d) 在街上面對一隻兇猛的狗。
1048_IEO_FEA_HI.wav,fear,根據提供的音訊片段，你能判斷錄音中說話者所表達的情緒狀態嗎？(a) 厭惡 (b) 快樂 (c) 悲傷 (d) 恐懼,(d) 恐懼,以下哪一種情境最符合在這段語音中所辨識出的說話者情緒？(a) 和親友一起慶祝生日。 (b) 一個人在分手後哭泣。 (c) 皺著眉頭拒絕一頓無味的餐點。 (d) 在空屋內聽到突如其來的巨大聲響時的反應。,(d) 在空屋內聽到突如其來的巨大聲響時的反應。
1038_DFA_FEA_XX.wav,fear,根據所提供的音訊檔案中的聲音線索，說話者傳達出什麼樣的情緒語氣或感受？（a）害怕 （b）快樂 （c）厭惡 （d）悲傷,（a）害怕,在以下的臉部表情中，你認為哪一種最能對應於音訊片段中傳達的情緒？（a）雙眼睜大、眉毛上揚、嘴唇微微張開。 （b）視線移開、嘴巴扭曲。 （c）鼻孔張大、表情緊繃。 （d）雙眼笑成彎月、張嘴大笑。,（a）雙眼睜大、眉毛上揚、嘴唇微微張開。
1076_DFA_FEA_XX.wav,fear,根據提供的音頻片段，你能判斷錄音中說話者所表達的情緒狀態嗎？(a) 快樂 (b) 害怕 (c) 悲傷 (d) 噁心,(b) 害怕,根據說話者在音頻中表達的情緒，你認為哪一種社交互動作為回應是最合適的？(a) 道歉並承認你的錯誤，如果適用的話。(b) 握住他們的手或給予一些身體上的安慰。(c) 為他們的不適道歉並轉換話題，以避免讓他們更不舒服。(d) 有同理心地傾聽，讓他們表達自己的感受。,(b) 握住他們的手或給予一些身體上的安慰。
1021_MTI_FEA_XX.wav,fear,你能從這段音檔中判斷說話者的情緒嗎？(a) 害怕 (b) 開心 (c) 悲傷 (d) 生氣,(a) 害怕,根據從音檔中辨識出的情緒，哪一種社交回應最為合適？(a) 先給他們一些空間冷靜下來再進一步互動。 (b) 給予安慰的擁抱或安慰的話語。 (c) 以愉快的回應與他們一同慶祝喜悅。 (d) 提供安慰並提醒他們很安全。,(d) 提供安慰並提醒他們很安全。
1047_IOM_FEA_XX.wav,fear,你能從這段音檔辨識說話者的情緒嗎？(a) 噁心 (b) 悲傷 (c) 開心 (d) 恐懼,(d) 恐懼,哪一種臉部表情最符合音檔中所聽到的情緒？(a) 皺眉頭且帶著愁苦表情 (b) 眼睛瞇成一線並大笑 (c) 面無表情但嘴唇顫抖且呼吸急促 (d) 目光閃避並露出痛苦表情,(c) 面無表情但嘴唇顫抖且呼吸急促
1057_IOM_FEA_XX.wav,fear,根據所提供的音頻片段，你能判斷錄音中說話者所表達的情緒狀態嗎？(a) 悲傷 (b) 生氣 (c) 快樂 (d) 恐懼,(d) 恐懼,下列哪一句最能反映音頻中所辨識出的相同情緒？(a) 我太興奮了，完全壓抑不住自己的快樂！(b) 我覺得好空虛，彷彿什麼都不重要了。(c) 這裡好髒！請盡快打掃。(d) 我真的很害怕接下來會發生什麼事。,(d) 我真的很害怕接下來會發生什麼事。
1058_TSI_FEA_XX.wav,fear,從現有的錄音中，你能分析並辨認出說話者所表達的情緒嗎？(a) 生氣 (b) 厭惡 (c) 快樂 (d) 恐懼,(d) 恐懼,在以下的臉部表情中，你認為哪一個最能對應錄音片段中所傳達的情緒？(a) 尖銳的眼神和緊抿的嘴唇 (b) 睜大眼睛、挑高眉毛，嘴唇微微張開 (c) 臉部肌肉放鬆並帶著開心的笑容 (d) 重重嘆氣並皺眉，身體姿勢下垂,(b) 睜大眼睛、挑高眉毛，嘴唇微微張開
1085_WSI_FEA_XX.wav,fear,根據提供的音訊錄音，你能分析並判斷說話者所表達的情緒嗎？(a) 憤怒 (b) 恐懼 (c) 悲傷 (d) 噁心,(b) 恐懼,哪一種面部表情最能代表影片中的情緒？(a) 頭微微往後縮，帶著驚恐的目光，彷彿在尋找逃脫的出口。(b) 眉頭緊皺，嘴微張，彷彿即將大喊。(c) 額頭起皺，表情哀傷。(d) 眼神迴避，嘴巴扭曲做出痛苦表情,(a) 頭微微往後縮，帶著驚恐的目光，彷彿在尋找逃脫的出口。
1016_IEO_FEA_MD.wav,fear,錄音中的說話者感覺如何？ (a) 悲傷 (b) 快樂 (c) 生氣 (d) 恐懼,(d) 恐懼,哪一種臉部表情最能代表片段中的情緒？ (a) 眼神向下並且嘴唇顫抖 (b) 眯起眼睛和皺起鼻子 (c) 嘴唇緊閉、眼神銳利 (d) 眼睛睜大、眉毛上揚並且嘴唇微微張開。,(d) 眼睛睜大、眉毛上揚並且嘴唇微微張開。
1077_TSI_FEA_XX.wav,fear,考慮給定的音訊片段，你能判斷錄音中說話者所表達的情緒狀態嗎？(a) 快樂 (b) 悲傷 (c) 恐懼 (d) 憤怒,(c) 恐懼,下列哪一種臉部表情最符合錄音中的情緒？(a) 眯起的眼睛和皺起的鼻子 (b) 皺著眉頭、嘴巴微張，像要喊叫的樣子 (c) 頭微微往後仰，帶有驚恐目光，彷彿在尋找逃脫的出口 (d) 重重嘆氣，皺眉並且身體鬱鬱寡歡地佝僂著,(c) 頭微微往後仰，帶有驚恐目光，彷彿在尋找逃脫的出口
1019_IOM_FEA_XX.wav,fear,使用所提供的音訊片段作為輸入，你會如何詮釋或分類說話者潛在的情緒？(a) 厭惡 (b) 恐懼 (c) 開心 (d) 悲傷,(b) 恐懼,考慮說話者的情緒，下列哪一句最能代表其他同樣經歷這種情緒的人的感受？(a) 我現在感到非常感激和充滿喜悅。 (b) 我就是無法停止回想那些不好的回憶。 (c) 這太噁心了，我簡直不敢相信。 (d) 我總覺得有壞事要發生，揮之不去。,(d) 我總覺得有壞事要發生，揮之不去。
1058_IEO_FEA_MD.wav,fear,錄音中的說話者感覺如何？ (a) 生氣 (b) 害怕 (c) 快樂 (d) 厭惡,(b) 害怕,你認為以下哪一個情境最符合這段演講中說話者所表達的情緒？ (a) 閱讀一封深情的告別信。 (b) 和親朋好友一起慶祝生日。 (c) 在空蕩蕩的房子裡對突如其來的大聲響做出反應。 (d) 一個人在被別的車切到車道後大聲咆哮。,(c) 在空蕩蕩的房子裡對突如其來的大聲響做出反應。
1084_ITS_FEA_XX.wav,fear,說話者在這段音檔中的情緒基調是什麼？ (a) 厭惡 (b) 悲傷 (c) 恐懼 (d) 憤怒,(c) 恐懼,根據說話者在音檔中所傳達的情緒，下列哪一種社交互動最為適當？ (a) 給予安慰的擁抱或安撫的言語。 (b) 為對方的不適感道歉，並轉換話題以避免讓他們更加不舒服。 (c) 鼓勵他們深呼吸以放鬆心情。 (d) 給予恭喜或讚美，分享他們的幸福。,(c) 鼓勵他們深呼吸以放鬆心情。
1033_IOM_FEA_XX.wav,fear,說話者在音檔中的情緒語調是什麼？ (a) 厭惡 (b) 快樂 (c) 生氣 (d) 恐懼,(d) 恐懼,下列哪一種情境最符合談話中所表達的情緒？ (a) 參加親密朋友的葬禮。 (b) 贏得期待已久的獎項或獎品。 (c) 夜晚獨自走在黑暗的巷子裡。 (d) 同事間激烈爭吵。,(c) 夜晚獨自走在黑暗的巷子裡。
1020_TIE_FEA_XX.wav,fear,根據給定音訊檔中說話者的聲音線索，他們所傳達的情緒語氣或感受為何？(a) 生氣 (b) 害怕 (c) 厭惡 (d) 快樂,(b) 害怕,根據說話者在音訊中表達的情緒，下列哪一種社交回應最為合適？(a) 握住他們的手或給予一些身體上的安撫。(b) 給他們一些空間冷靜後再進一步交流。(c) 冷靜地表達理解，並建議離開令人不舒服的環境。(d) 給予擁抱或安慰的話語。,(a) 握住他們的手或給予一些身體上的安撫。
1001_WSI_FEA_XX.wav,fear,說話者在音檔中表達的是哪一種情緒？(a) 厭惡 (b) 悲傷 (c) 快樂 (d) 恐懼,(d) 恐懼,根據語音中的情感語調，下列哪一種情境最能反映說話者的情緒？(a) 參加摯友的葬禮。(b) 在空無一人的房子裡，對突然出現的巨大聲響作出反應。(c) 轉身避開變質的食物。(d) 收到好消息時微笑。,(b) 在空無一人的房子裡，對突然出現的巨大聲響作出反應。
1075_TAI_FEA_XX.wav,fear,說話者在音檔中表達的是什麼情緒？(a) 害怕 (b) 快樂 (c) 悲傷 (d) 厭惡,(a) 害怕,根據音檔中辨識的情緒，下列哪一種社交互動作為回應最為合適？(a) 道歉並承認你的錯誤（如果適合的話）。(b) 為他們的不適感道歉並轉換話題以避免讓他們更不舒服。(c) 建議進行一項活動來保持正面的能量。(d) 鼓勵他們深呼吸以放鬆心情。,(d) 鼓勵他們深呼吸以放鬆心情。
1042_IWW_FEA_XX.wav,fear,根據說話者在給定音訊檔中的聲音線索，所傳達的情緒語氣或感覺為何？(a) 憤怒 (b) 厭惡 (c) 悲傷 (d) 恐懼,(d) 恐懼,哪一種情境最符合此段語音中表達的情緒？(a) 在網路上看到令人不悅的圖片。(b) 一個人在被車輛插隊後大聲咆哮。(c) 在機場道別。(d) 在路上面對一隻具攻擊性的狗。,(d) 在路上面對一隻具攻擊性的狗。
1022_TAI_FEA_XX.wav,fear,你能從這段音頻中分辨說話者的情緒嗎？(a) 厭惡 (b) 生氣 (c) 恐懼 (d) 快樂,(c) 恐懼,從下列句子中，哪一句最符合與說話者經歷相同情緒的人的情感狀態？(a) 我好興奮，根本藏不住我的快樂！(b) 他們竟然這樣不公平地對待我，真是太過分了！(c) 這太可怕了，我一直無法停止去想這件事。 (d) 我覺得好空虛，什麼都無所謂了。,(c) 這太可怕了，我一直無法停止去想這件事。
1061_IOM_FEA_XX.wav,fear,你能從這段錄音中辨識講者的情緒嗎？(a) 傷心 (b) 噁心 (c) 害怕 (d) 快樂,(c) 害怕,以下選項中，哪一種情境最有可能對應到講者在此段講話中表達的情緒？(a) 爭執後摔門而去。(b) 懷著焦慮準備一場重要考試。(c) 聽到令人震驚且冒犯的言論。(d) 和親朋好友一起慶祝生日。,(b) 懷著焦慮準備一場重要考試。
1052_ITS_FEA_XX.wav,fear,根據所提供的音頻片段，你能夠判斷錄音中說話者所表達的情緒狀態嗎？(a) 恐懼 (b) 快樂 (c) 悲傷 (d) 厭惡,(a) 恐懼,根據說話的情緒語調，哪一個情境最能反映說話者的情感？(a) 在空無一人的房子裡對突如其來的巨大聲響做出反應。 (b) 與親友一起慶祝生日。 (c) 同事間激烈爭吵。 (d) 閱讀一封感人的告別信。,(a) 在空無一人的房子裡對突如其來的巨大聲響做出反應。
1074_TIE_FEA_XX.wav,fear,使用提供的音訊片段作為輸入，你會如何詮釋或分類說話者潛在的情緒？(a) 厭惡 (b) 害怕 (c) 快樂 (d) 憤怒,(b) 害怕,哪一句話最能反映音訊中所辨識出的相同情緒？(a) 我真的很害怕接下來會發生什麼。 (b) 我太高興了，快要爆炸了！ (c) 我感覺很低落，什麼都提不起我的精神。 (d) 這情況真的讓我快要生氣了！,(a) 我真的很害怕接下來會發生什麼。
1008_IOM_FEA_XX.wav,fear,請使用提供的音頻片段作為輸入，你會如何詮釋或分類說話者潛在的情緒？(a) 憤怒 (b) 恐懼 (c) 快樂 (d) 噁心,(b) 恐懼,以下哪一種面部表情，你認為最能對應音頻片段中所傳達的情緒？(a) 眼睛微笑皺起搭配大笑張嘴 (b) 眼睛睜大、眉毛上揚、嘴唇微微張開 (c) 眉頭緊皺搭配微張的嘴巴，像是要喊叫一樣 (d) 目光迴避搭配齜牙咧嘴的嘴型,(b) 眼睛睜大、眉毛上揚、嘴唇微微張開
1054_MTI_FEA_XX.wav,fear,你能從這個片段中辨識出說話者的情緒嗎？(a) 悲傷 (b) 噁心 (c) 快樂 (d) 恐懼,(d) 恐懼,考慮到這段講話中傳達的情緒，以下哪一種情境最符合說話者的情感狀態？(a) 觀看一個感人但悲傷的電影片段。(b) 一個人在交通被別人插隊後大聲喊叫。(c) 在街上面對一隻具攻擊性的狗。(d) 在對話中被有趣的笑話逗笑。,(c) 在街上面對一隻具攻擊性的狗。
1064_ITS_FEA_XX.wav,fear,根據提供的音訊片段，你能判斷錄音中說話者所表達的情緒狀態嗎？(a) 悲傷 (b) 害怕 (c) 生氣 (d) 厭惡,(b) 害怕,根據音訊中辨識出的情緒，下列哪一種臉部表情最有可能與說話者的情感狀態相符？(a) 睜大眼睛、眉毛上揚、嘴唇微張 (b) 嘴角下垂、眼眶含淚 (c) 開懷大笑、雙眼閃爍 (d) 嘴唇緊閉、怒目而視,(a) 睜大眼睛、眉毛上揚、嘴唇微張
1089_MTI_FEA_XX.wav,fear,根據說話者在給定音訊檔案中的聲音線索，傳達出的是哪一種情緒語調或感受？(a) 害怕 (b) 生氣 (c) 開心 (d) 悲傷,(a) 害怕,哪一種臉部表情最符合錄音中的情緒？(a) 眼神閃躲，嘴型扭曲 (b) 燦爛微笑，雙眼有神 (c) 鼻孔張大，表情緊繃 (d) 表情僵硬，嘴唇顫抖且呼吸急促。,(d) 表情僵硬，嘴唇顫抖且呼吸急促。
1041_DFA_FEA_XX.wav,fear,說話者在錄音中的情感語調是什麼？(a)快樂 (b)恐懼 (c)生氣 (d)厭惡,(b)恐懼,下列哪一句最能準確反映出與說話者有相同情緒的人或許會如何表達自己？(a)我真的太高興了，彷彿要爆炸了！(b)我覺得自己很危險，也不知道該怎麼辦。(c)這種情況真的讓我越來越火大！(d)這讓我覺得噁心想吐。,(b)我覺得自己很危險，也不知道該怎麼辦。
1086_ITS_FEA_XX.wav,fear,說話者在音訊中表達的是哪一種情緒？(a) 厭惡 (b) 悲傷 (c) 恐懼 (d) 生氣,(c) 恐懼,根據說話者在音訊中表達的情緒，下列哪一種社交互動最為合適？(a) 專注傾聽，不要打斷對方，讓他們抒發情緒。 (b) 為他們的好消息或成就表達真誠的興奮。 (c) 避免繼續討論此話題並尊重他們對此話題的反感。 (d) 鼓勵他們做深呼吸以放鬆。,(d) 鼓勵他們做深呼吸以放鬆。
1081_ITS_FEA_XX.wav,fear,你能從這段音檔中辨識出說話者的情緒嗎？(a) 悲傷 (b) 快樂 (c) 恐懼 (d) 厭惡,(c) 恐懼,在以下選項中，哪一種情境最有可能符合說話者在演講中所表達的情緒？(a) 帶著焦慮準備高壓考試。(b) 得到好消息後微笑的人。(c) 聽到令人震驚且冒犯的發言。(d) 家長因孩子行為不當而責備他們。,(a) 帶著焦慮準備高壓考試。
1033_IWW_FEA_XX.wav,fear,使用所提供的音訊片段作為輸入，你會如何解讀或分類說話者潛在的情緒？(a) 悲傷 (b) 快樂 (c) 恐懼 (d) 憤怒,(c) 恐懼,考慮到說話者在音訊中所表達的情緒，你認為哪一種社交互動是最適合作為回應？(a) 冷靜地承認他們的挫折並提出解決辦法。 (b) 有同理心地傾聽並讓他們表達自己的感受。 (c) 握住他們的手或給予一些肢體上的安慰。 (d) 避免進一步討論並尊重他們對該話題的抗拒。,(c) 握住他們的手或給予一些肢體上的安慰。
1082_TIE_FEA_XX.wav,fear,請根據提供的音訊片段來判斷或分類說話者潛在的情緒是什麼？(a) 快樂 (b) 嫌惡 (c) 恐懼 (d) 憤怒,(c) 恐懼,下列哪一種情境最符合語音中表達的情緒？(a) 夜晚獨自走在黑暗的小巷裡。(b) 一個人在收到好消息後微笑。(c) 同事之間激烈爭吵。(d) 聽到令人震驚且冒犯的言論。,(a) 夜晚獨自走在黑暗的小巷裡。
1041_IEO_FEA_MD.wav,fear,錄音中的說話者感覺如何？ (a) 害怕 (b) 傷心 (c) 生氣 (d) 噁心,(a) 害怕,下列哪一種情境最符合該段講話中所表達的情緒？(a) 在空無一人的房子裡對突如其來的大聲響作出反應。 (b) 在線上看到令人不愉快的圖片。 (c) 在對話中聽到有趣的笑話而大笑。 (d) 參加摯友的葬禮。,(a) 在空無一人的房子裡對突如其來的大聲響作出反應。
1052_IWL_FEA_XX.wav,fear,使用提供的音訊片段作為輸入，你會如何解讀或分類說話者的潛在情緒？(a) 傷心 (b) 生氣 (c) 開心 (d) 恐懼,(d) 恐懼,下列哪一句最有可能反映與說話者處於同樣情緒狀態的人們的感受？(a) 這讓我覺得胃很不舒服。 (b) 我太興奮了，無法抑制我的快樂！ (c) 我覺得自己很危險，不知道該怎麼辦。 (d) 這情況真的快讓我生氣了！,(c) 我覺得自己很危險，不知道該怎麼辦。
1053_TIE_FEA_XX.wav,fear,說話者在音檔中表達的是哪一種情緒？(a) 開心 (b) 害怕 (c) 生氣 (d) 厭惡,(b) 害怕,以下哪一種情境最符合講話中所表達的情緒？(a) 聽到令人震驚且冒犯的言論。 (b) 在空無一人的房子裡聽到突然的巨大聲響時的反應。 (c) 因為沮喪而丟東西。 (d) 觀看感人但悲傷的電影片段。,(b) 在空無一人的房子裡聽到突然的巨大聲響時的反應。
1025_TAI_FEA_XX.wav,fear,根據指定的音訊檔案，請問說話者從語音線索中傳達出的是哪一種情緒語氣或感受？(a) 恐懼 (b) 快樂 (c) 悲傷 (d) 生氣,(a) 恐懼,根據在音訊中辨識出的情緒，哪一種社交互動作為回應最為合適？(a) 建議一項活動以保持正面的能量流動。(b) 專心聆聽，讓他們傾訴而不中斷。(c) 保持冷靜並提供支持，以緩解他們的焦慮。(d) 提供情感支持並避免忽略他們的悲傷。,(c) 保持冷靜並提供支持，以緩解他們的焦慮。
1080_WSI_FEA_XX.wav,fear,說話者在音頻中表達的是什麼情緒？(a) 害怕 (b) 生氣 (c) 傷心 (d) 快樂,(a) 害怕,在下列面部表情中，你認為哪一個最能準確代表音頻中聽到的情緒？(a) 紧閉嘴唇配上瞪大的眼睛 (b) 嘴角下垂且含淚的眼睛 (c) 臉部肌肉放鬆並帶著開心的笑容 (d) 表情僵硬、嘴唇顫抖且呼吸急促。,(d) 表情僵硬、嘴唇顫抖且呼吸急促。
1001_TAI_FEA_XX.wav,fear,根據說話者的語音線索，在所提供的音訊檔中表現出哪種情緒語調或感受？(a)快樂 (b)憤怒 (c)悲傷 (d)害怕,(d)害怕,哪一種面部表情最符合錄音中的情緒？(a)帶有些微歪頭的溫暖、真誠微笑 (b)表情僵住、嘴唇顫抖且呼吸急促 (c)下巴後縮，嘴角一邊抽動，似乎難以忍受 (d)嘴唇緊抿、雙眼怒視,(b)表情僵住、嘴唇顫抖且呼吸急促
1090_IOM_FEA_XX.wav,fear,說話者在音頻中表達的是哪一種情緒？(a) 恐懼 (b) 悲傷 (c) 噁心 (d) 憤怒,(a) 恐懼,哪一句話最能準確反映出和說話者抱有相同情緒的人會如何表達自己？(a) 別再找藉口了，這完全都是你的錯！(b) 我無法呼吸，我現在真的很害怕。(c) 我覺得好空虛，好像一切都不再重要。(d) 這讓我覺得噁心想吐。,(b) 我無法呼吸，我現在真的很害怕。
1090_ITS_FEA_XX.wav,fear,使用提供的音檔作為輸入，你會如何解讀或分類說話者潛在的情緒？(a) 恐懼 (b) 悲傷 (c) 憤怒 (d) 厭惡,(a) 恐懼,下列哪一句最有可能反映出經歷與說話者相同情緒的人之心情？(a) 我感到很空虛，好像什麼都無所謂了。 (b) 我喘不過氣來，我現在真的好害怕。 (c) 他們怎麼敢這樣不公平地對待我！ (d) 我連看都不想看，一看就覺得不舒服。,(b) 我喘不過氣來，我現在真的好害怕。
1038_TIE_FEA_XX.wav,fear,錄音中的說話者感覺如何？ (a) 生氣 (b) 害怕 (c) 開心 (d) 悲傷,(b) 害怕,哪一種情境最符合錄音中表達的情緒？(a) 贏得期待已久的獎項或獎品。(b) 以嫌棄的表情拒絕難吃的食物。(c) 在夜晚獨自走在黑暗巷弄中。(d) 參加摯友的葬禮。,(c) 在夜晚獨自走在黑暗巷弄中。
1037_ITS_FEA_XX.wav,fear,你能從這段錄音中辨識說話者的情緒嗎？ (a) 噁心 (b) 生氣 (c) 害怕 (d) 高興,(c) 害怕,根據錄音中辨識出的情緒，下列哪一種臉部表情最有可能符合說話者的情緒狀態？ (a) 眼神下垂，下巴無力下垂 (b) 眼睛睜大，眉毛上揚，雙唇微微張開 (c) 眉頭深鎖，嘴微微張開，彷彿要大聲喊叫 (d) 眼睛瞇起，鼻子緊皺,(b) 眼睛睜大，眉毛上揚，雙唇微微張開
1064_TAI_FEA_XX.wav,fear,根據現有的音訊錄音，你能分析並判斷說話者所表達的情緒嗎？(a) 快樂 (b) 悲傷 (c) 生氣 (d) 恐懼,(d) 恐懼,以下哪一種臉部表情最符合音訊中所聽到的情緒？(a) 燦爛的微笑與閃亮的眼睛 (b) 睜大雙眼、眉毛上揚且嘴唇微微張開 (c) 沉重嘆息並皺眉，身體姿態下垂 (d) 眼睛瞇起且鼻子緊縮,(b) 睜大雙眼、眉毛上揚且嘴唇微微張開
1041_IOM_FEA_XX.wav,fear,你能從這段音頻中辨識出說話者的情緒嗎？(a) 害怕 (b) 厭惡 (c) 生氣 (d) 快樂,(a) 害怕,你認為以下哪一種情境最符合說話者在這段話中傳達的情緒？(a) 和朋友及家人一起慶祝生日。 (b) 家長因小孩行為不當而責罵孩子。 (c) 參加親密朋友的葬禮。 (d) 帶著焦慮準備一場高風險的考試。,(d) 帶著焦慮準備一場高風險的考試。
1078_ITS_FEA_XX.wav,fear,你能從這段音訊判斷說話者的情緒嗎？(a) 害怕 (b) 快樂 (c) 悲傷 (d) 生氣,(a) 害怕,根據說話者在音訊中表現出的情緒，下列哪一種社交互動最合適？(a) 安撫對方並提供讓對方走出尷尬情境的方法。 (b) 給對方一些空間，讓他冷靜再進一步溝通。 (c) 提供情感支持，避免否定對方的悲傷。 (d) 給予安慰並提醒對方他們是安全的。,(d) 給予安慰並提醒對方他們是安全的。
1013_ITS_FEA_XX.wav,fear,根據提供的音頻錄音，您能分析並辨識說話者所表達的情緒嗎？(a)快樂 (b)厭惡 (c)憤怒 (d)恐懼,(d)恐懼,根據說話者在音頻中表達的情緒，哪種社交互動是最合適的回應？(a)建議一項活動以維持正面的氛圍 (b)給予安慰並提醒他們是安全的 (c)給他們一點空間冷靜之後再進一步交流 (d)避免進一步討論並尊重他們對該主題的反感,(b)給予安慰並提醒他們是安全的
1061_IEO_FEA_HI.wav,fear,根據給定音檔中說話者的聲音線索，可以判斷其傳達出什麼情緒基調或感覺？(a) 厭惡 (b) 快樂 (c) 恐懼 (d) 悲傷,(c) 恐懼,根據音檔中表達的情緒，下列哪一種臉部表情最有可能出現？(a) 臉部僵硬，嘴唇顫抖並伴隨急促呼吸 (b) 眼睛皺起，張嘴大笑 (c) 目光銳利、嘴唇緊閉 (d) 鼻子皺起、上唇上揚,(a) 臉部僵硬，嘴唇顫抖並伴隨急促呼吸
1039_IEO_FEA_MD.wav,fear,根據聲音檔中的聲音線索，說話者傳達了什麼情緒語調或感受？(a) 生氣 (b) 悲傷 (c) 恐懼 (d) 噁心,(c) 恐懼,下列哪一句話最能反映在音檔中辨識出的相同情感？(a) 這東西看起來真的很噁心又很髒，我受不了！(b) 我太興奮了，完全無法隱藏我的快樂！(c) 我沒辦法呼吸，我現在真的好害怕。(d) 我不知道該如何從這個失落中走出來。,(c) 我沒辦法呼吸，我現在真的好害怕。
1086_IOM_FEA_XX.wav,fear,這位說話者在音頻中的情緒語調是什麼？(a) 害怕 (b) 悲傷 (c) 生氣 (d) 快樂,(a) 害怕,下列哪一句最能表達與音頻中相同情緒的人所處的情感狀態？(a) 我覺得很沮喪，好像沒有什麼能讓我振作起來。 (b) 這裡好髒！請儘快打掃乾淨。 (c) 我真的很害怕接下來會發生什麼。 (d) 他們怎麼可以這樣不公平地對待我！,(c) 我真的很害怕接下來會發生什麼。
1023_WSI_FEA_XX.wav,fear,說話者在音訊中的情感語氣是什麼？(a) 害怕 (b) 悲傷 (c) 憤怒 (d) 厭惡,(a) 害怕,考慮到說話者在音訊中所表達的情緒，您認為最合適的社交互動回應是什麼？(a) 給他們一些空間冷靜，再進一步互動。 (b) 提供情感支持，避免忽視他們的悲傷。 (c) 予以安撫，並提醒他們現在是安全的。 (d) 祝賀或讚美他們，一同分享他們的快樂。,(c) 予以安撫，並提醒他們現在是安全的。
1029_ITS_DIS_XX.wav,disgust,根據給定音訊檔案中說話者的聲音線索，他所傳達的情緒語調或感受是什麼？(a) 快樂 (b) 厭惡 (c) 悲傷 (d) 害怕,(b) 厭惡,感受相同情緒的人最有可能說出哪一句話？(a) 我覺得好空虛，好像什麼都不重要了。 (b) 我覺得我有危險，但我不知道該怎麼辦。 (c) 這太噁心了，我簡直不敢相信。 (d) 我現在覺得非常感激和開心。,(c) 這太噁心了，我簡直不敢相信。
1046_IEO_DIS_HI.wav,disgust,使用所提供的音訊片段作為輸入，你會如何解讀或分類說話者潛在的情緒？（a）厭惡（b）悲傷（c）開心（d）生氣,（a）厭惡,以下哪一句話最能反映出音訊中所識別到的相同情緒？（a）我感覺好低落，什麼都無法提振我的心情。（b）他們怎麼可以這樣不公平地對待我！（c）我連看這個都覺得不舒服。（d）我太興奮了，完全無法隱藏我的快樂！,（c）我連看這個都覺得不舒服。
